Entity,Year,Book titles per capita (Fink-Jensen 2015)
Germany,1680,112.4517485
Germany,1681,116.5967579
Germany,1682,110.9677536
Germany,1683,120.691154
Germany,1684,130.1744572
Germany,1685,120.364156
Germany,1686,114.9746988
Germany,1687,110.053812
Germany,1688,122.3114262
Germany,1689,104.6315414
Germany,1690,115.7220967
Germany,1691,97.13135286
Germany,1692,100.1057049
Germany,1693,112.3431214
Germany,1694,102.805745
Germany,1695,134.0116779
Germany,1696,121.0028046
Germany,1697,109.160474
Germany,1698,153.5045173
Germany,1699,133.1083289
Germany,1700,151.5361515
Germany,1701,118.0120207
Germany,1702,122.562929
Germany,1703,108.5947348
Germany,1704,113.597373
Germany,1705,114.4841247
Germany,1706,112.2071577
Germany,1707,126.3269704
Germany,1708,126.0269011
Germany,1709,118.8288455
Germany,1710,124.5413026
Germany,1711,116.9632494
Germany,1712,125.0495949
Germany,1713,122.780487
Germany,1714,113.5535408
Germany,1715,118.0751007
Germany,1716,108.0751624
Germany,1717,127.6459539
Germany,1718,108.0387035
Germany,1719,113.1412999
Germany,1720,125.0026121
Germany,1721,123.2143284
Germany,1722,116.3787731
Germany,1723,115.4765642
Germany,1724,123.5705878
Germany,1725,115.5625409
Germany,1726,108.8628926
Germany,1727,119.3561694
Germany,1728,118.0389652
Germany,1729,114.0683511
Germany,1730,126.2400288
Germany,1731,109.2660338
Germany,1732,117.5101831
Germany,1733,113.8005303
Germany,1734,119.3463857
Germany,1735,122.4473096
Germany,1736,114.9775575
Germany,1737,121.6326248
Germany,1738,117.1830021
Germany,1739,113.5540115
Germany,1740,133.430614
Germany,1741,119.6288557
Germany,1742,94.10350148
Germany,1743,105.1137214
Germany,1744,118.9174135
Germany,1745,114.5920875
Germany,1746,113.5447033
Germany,1747,115.7347224
Germany,1748,120.9326883
Germany,1749,125.1432403
Germany,1750,139.2642643
Germany,1751,137.194923
Germany,1752,144.7810326
Germany,1753,133.1398759
Germany,1754,119.4625282
Germany,1755,123.3862261
Germany,1756,127.618615
Germany,1757,110.6652269
Germany,1758,104.0732676
Germany,1759,95.97590528
Germany,1760,100.4513285
Germany,1761,81.48764686
Germany,1762,88.25222451
Germany,1763,91.48563365
Germany,1764,103.9237641
Germany,1765,94.76898995
Germany,1766,95.1965479
Germany,1767,99.14783278
Germany,1768,100.5454843
Germany,1769,103.0881628
Germany,1770,104.9401049
Germany,1771,106.1137599
Germany,1772,111.6751931
Germany,1773,103.557416
Germany,1774,115.3514029
Germany,1775,128.2882883
Germany,1776,121.330238
Germany,1777,120.7849916
Germany,1778,136.614602
Germany,1779,120.652179
Germany,1780,124.1656164
Germany,1781,122.3789477
Germany,1782,137.073549
Germany,1783,136.152454
Germany,1784,143.3043986
Germany,1785,140.694851
Germany,1786,149.2474438
Germany,1787,142.1451347
Germany,1788,141.3703099
Germany,1789,153.3322381
Germany,1790,166.1956074
Germany,1791,155.3479369
Germany,1792,160.9271735
Germany,1793,159.3489292
Germany,1794,153.752601
Germany,1795,146.3516022
Germany,1796,143.4482916
Germany,1797,150.7884833
Germany,1798,155.0892998
Germany,1799,145.8681683
Germany,1800,153.6420141
Germany,1843,437.5428536
Germany,1900,455.8358461
Germany,1927,591.7560877
Germany,1937,373.8850968
Germany,1938,371.0580822
Germany,1939,294.1142511
Germany,1940,296.4988902
Germany,1941,268.1652525
Germany,1944,75.91784155
Germany,1947,130.2992707
Germany,1951,235.7283719
Germany,1953,288.2520772
Germany,1954,309.8695306
Germany,1955,313.6805759
Germany,1958,373.7541627
Germany,1959,307.7602305
Germany,1960,375.3542193
Germany,1961,387.975638
Germany,1962,380.0018381
Germany,1963,403.0655798
Germany,1964,410.8905775
Germany,1965,414.7075159
Germany,1966,367.8179719
Germany,1967,456.1569422
Germany,1968,467.3406011
Germany,1969,500.6618282
Germany,1970,650.5649474
Germany,1971,579.6971309
Germany,1974,678.5186921
Germany,1975,589.9164774
Germany,1976,642.0136605
Germany,1977,698.3042504
Germany,1978,725.4111434
Germany,1979,838.6387869
Germany,1980,827.1102634
Germany,1981,797.7747458
Germany,1982,823.7669098
Germany,1983,827.7346403
Germany,1984,706.5789201
Germany,1985,780.8466579
Germany,1986,903.4468085
Germany,1987,928.8031501
Germany,1988,962.9174575
Germany,1989,915.4819598
Germany,1990,768.6406797
Germany,1991,848.7921696
Germany,1992,834.7253901
Germany,1993,828.3510167
Germany,1994,867.6991389
Germany,1995,908.3972702
Germany,1996,873.2985408
Greece,1937,113.8649075
Greece,1938,112.4458292
Greece,1939,110.9530464
Greece,1940,530.9065934
Greece,1941,524.9932084
Greece,1942,526.6385066
Greece,1943,529.6697273
Greece,1944,530.6150467
Greece,1945,135.345534
Greece,1946,133.5939606
Greece,1947,131.6243857
Greece,1948,127.8874694
Greece,1949,126.1456212
Greece,1950,141.1572889
Greece,1951,132.2190489
Greece,1952,131.3807261
Greece,1953,188.5610959
Greece,1954,313.6793062
Greece,1955,218.9431524
Greece,1957,230.3544692
Greece,1959,245.3330414
Greece,1960,189.1345503
Greece,1961,162.1805062
Greece,1962,151.1558689
Greece,1963,264.2805549
Greece,1964,155.1038144
Greece,1965,128.7669147
Greece,1966,160.3269044
Greece,1967,142.3746229
Greece,1968,174.5842612
Greece,1969,226.8384286
Greece,1970,230.5293668
Greece,1971,250.4802381
Greece,1972,294.8711545
Greece,1973,224.771046
Greece,1974,325.8192933
Greece,1975,288.8396472
Greece,1976,429.2482211
Greece,1977,535.103533
Greece,1978,528.2101439
Greece,1979,488.4660637
Greece,1980,419.8079234
Greece,1985,468.6971097
Greece,1990,459.1492875
Greece,1991,396.6488731
Greece,1995,395.3123264
Greece,1996,403.1711679
Hungary,1937,365.4331833
Hungary,1938,342.096651
Hungary,1939,335.5370109
Hungary,1940,313.3412297
Hungary,1941,1053.296233
Hungary,1942,1437.100894
Hungary,1943,1386.570642
Hungary,1945,149.9335106
Hungary,1948,633.7628303
Hungary,1953,320.0625326
Hungary,1954,283.329899
Hungary,1955,529.8727735
Hungary,1957,351.2552089
Hungary,1958,318.356608
Hungary,1959,629.1637315
Hungary,1960,521.3596177
Hungary,1961,565.5598764
Hungary,1962,522.3094505
Hungary,1963,472.6984442
Hungary,1964,473.0343738
Hungary,1965,445.6839767
Hungary,1966,516.3698268
Hungary,1967,518.515229
Hungary,1968,490.0842224
Hungary,1969,468.9010206
Hungary,1970,506.7232246
Hungary,1971,624.0310418
Hungary,1972,701.6486579
Hungary,1973,727.1256123
Hungary,1974,768.7700214
Hungary,1975,816.857865
Hungary,1976,884.2421031
Hungary,1977,850.6021009
Hungary,1978,897.4731339
Hungary,1979,852.4771472
Hungary,1980,863.9617773
Hungary,1981,822.4537914
Hungary,1982,825.3674384
Hungary,1983,792.2755334
Hungary,1984,976.8379453
Hungary,1985,881.7027936
Hungary,1986,927.2321701
Hungary,1987,858.4964863
Hungary,1988,825.5685899
Hungary,1989,830.0667468
Hungary,1990,802.3619252
Hungary,1991,784.6798235
Hungary,1992,824.8391776
Hungary,1993,887.7906231
Hungary,1994,980.1493574
Hungary,1995,904.6342253
Hungary,1996,894.8185693
Iceland,1940,2851.239669
Iceland,1950,3931.774616
Iceland,1951,3585.066344
Iceland,1952,2838.566659
Iceland,1953,2549.061151
Iceland,1954,2542.652511
Iceland,1955,2277.846676
Iceland,1957,3312.942887
Iceland,1958,3673.616913
Iceland,1959,3859.233724
Iceland,1960,3053.565336
Iceland,1961,3409.63081
Iceland,1962,3180.392523
Iceland,1963,2765.78194
Iceland,1965,3432.351473
Iceland,1966,3256.47973
Iceland,1967,3176.025287
Iceland,1968,3413.74941
Iceland,1969,3365.858466
Iceland,1970,3302.238075
Iceland,1971,2950.138773
Iceland,1972,2948.273802
Iceland,1973,2509.841593
Iceland,1974,2828.295963
Iceland,1975,3646.270484
Iceland,1976,3316.177038
Iceland,1977,3610.987138
Iceland,1987,5031.143226
Iceland,1988,4978.290013
Iceland,1989,4945.676687
Iceland,1990,5947.730637
Iceland,1991,6136.330895
Iceland,1992,6366.500394
Iceland,1993,5079.037012
Iceland,1994,5370.666166
Iceland,1995,5689.145395
Iceland,1996,5676.579926
India,1750,0.1
India,1751,0.1
India,1752,0.1
India,1753,0.1
India,1754,0.1
India,1755,0.1
India,1756,0.1
India,1757,0.1
India,1758,0.1
India,1759,0.1
India,1760,0.1
India,1761,0.1
India,1762,0.1
India,1763,0.1
India,1764,0.1
India,1765,0.1
India,1766,0.1
India,1767,0.1
India,1768,0.1
India,1769,0.1
India,1770,0.1
India,1771,0.1
India,1772,0.1
India,1773,0.1
India,1774,0.1
India,1775,0.1
India,1776,0.1
India,1777,0.1
India,1778,0.1
India,1779,0.1
India,1780,0.1
India,1781,0.1
India,1782,0.1
India,1783,0.1
India,1784,0.1
India,1785,0.1
India,1786,0.1
India,1787,0.1
India,1788,0.1
India,1789,0.1
India,1790,0.1
India,1791,0.1
India,1792,0.1
India,1793,0.1
India,1794,0.1
India,1795,0.1
India,1796,0.1
India,1797,0.1
India,1798,0.1
India,1799,0.1
India,1937,64.70746832
India,1938,63.81281574
India,1939,62.92606188
India,1940,48.44881075
India,1941,47.84273679
India,1942,47.28740853
India,1943,46.74482415
India,1944,46.20315582
India,1950,52.28133705
India,1951,47.6109589
India,1952,45.53494624
India,1953,43.52242744
India,1954,37.64248705
India,1955,47.22391858
India,1958,41.70574163
India,1959,28.11971831
India,1960,24.74884793
India,1961,20.19594595
India,1962,24.4185022
India,1963,39.30172414
India,1964,27.69620253
India,1965,26.99793814
India,1966,24.49090909
India,1967,20.98221344
India,1968,22.03281853
India,1969,25.96030246
India,1970,26.14602588
India,1971,24.57400722
India,1972,26.76366843
India,1973,24.24827586
India,1974,19.64080944
India,1975,20.93574959
India,1976,25.48709677
India,1977,20.32334385
India,1978,19.95679012
India,1979,16.69728916
India,1980,19.36377025
India,1981,16.70809249
India,1982,15.04096045
India,1984,13.46955345
India,1985,15.44370861
India,1986,16.26848249
India,1987,18.99111675
India,1988,17.89813665
India,1989,14.41727494
India,1990,16.61144219
India,1991,16.91178882
India,1992,18.1546215
India,1993,14.42804791
India,1994,12.71671682
India,1995,12.68615735
India,1996,12.73467624
Indonesia,1750,0.4
Indonesia,1751,0.4
Indonesia,1752,0.4
Indonesia,1753,0.4
Indonesia,1754,0.4
Indonesia,1755,0.4
Indonesia,1756,0.4
Indonesia,1757,0.4
Indonesia,1758,0.4
Indonesia,1759,0.4
Indonesia,1760,0.4
Indonesia,1761,0.4
Indonesia,1762,0.4
Indonesia,1763,0.4
Indonesia,1764,0.4
Indonesia,1765,0.4
Indonesia,1766,0.4
Indonesia,1767,0.4
Indonesia,1768,0.4
Indonesia,1769,0.4
Indonesia,1770,0.4
Indonesia,1771,0.4
Indonesia,1772,0.4
Indonesia,1773,0.4
Indonesia,1774,0.4
Indonesia,1775,0.4
Indonesia,1776,0.4
Indonesia,1777,0.4
Indonesia,1778,0.4
Indonesia,1779,0.4
Indonesia,1780,0.4
Indonesia,1781,0.4
Indonesia,1782,0.4
Indonesia,1783,0.4
Indonesia,1784,0.4
Indonesia,1785,0.4
Indonesia,1786,0.4
Indonesia,1787,0.4
Indonesia,1788,0.4
Indonesia,1789,0.4
Indonesia,1790,0.4
Indonesia,1791,0.4
Indonesia,1792,0.4
Indonesia,1793,0.4
Indonesia,1794,0.4
Indonesia,1795,0.4
Indonesia,1796,0.4
Indonesia,1797,0.4
Indonesia,1798,0.4
Indonesia,1799,0.4
Indonesia,1945,10.31660907
Indonesia,1946,10.24989046
Indonesia,1947,10.14193581
Indonesia,1948,10.01800284
Indonesia,1949,9.861915857
Indonesia,1950,13.64216402
Indonesia,1951,8.248508232
Indonesia,1952,9.158797733
Indonesia,1953,21.88785377
Indonesia,1954,13.17454602
Indonesia,1955,14.69032123
Indonesia,1957,7.121061212
Indonesia,1958,9.149123773
Indonesia,1959,10.15813005
Indonesia,1960,11.6089204
Indonesia,1961,8.902744797
Indonesia,1962,7.940132837
Indonesia,1971,11.88979847
Indonesia,1972,13.90287543
Indonesia,1973,9.407496169
Indonesia,1974,14.93347525
Indonesia,1975,16.66682568
Indonesia,1976,19.85643697
Indonesia,1977,16.47423075
Indonesia,1978,18.67289219
Indonesia,1979,16.67207862
Indonesia,1980,15.74344578
Indonesia,1981,12.18663821
Indonesia,1982,35.66063737
Indonesia,1983,36.45493969
Indonesia,1984,32.71575985
Indonesia,1986,14.85053825
Indonesia,1987,12.07128354
Indonesia,1988,9.749151703
Indonesia,1989,7.924973422
Indonesia,1990,8.46515243
Indonesia,1991,9.731333541
Indonesia,1992,34.01011111
Indonesia,1996,20.39989533
Ireland,1500,0
Ireland,1501,0
Ireland,1502,0
Ireland,1503,0
Ireland,1504,0
Ireland,1505,0
Ireland,1506,0
Ireland,1507,0
Ireland,1508,0
Ireland,1509,0
Ireland,1510,0
Ireland,1511,0
Ireland,1512,0
Ireland,1513,0
Ireland,1514,0
Ireland,1515,0
Ireland,1516,0
Ireland,1517,0
Ireland,1518,0
Ireland,1519,0
Ireland,1520,0
Ireland,1521,0
Ireland,1522,0
Ireland,1523,0
Ireland,1524,0
Ireland,1525,0
Ireland,1526,0
Ireland,1527,0
Ireland,1528,0
Ireland,1529,0
Ireland,1530,0
Ireland,1531,0
Ireland,1532,0
Ireland,1533,0
Ireland,1534,0
Ireland,1535,0
Ireland,1536,0
Ireland,1537,0
Ireland,1538,0
Ireland,1539,0
Ireland,1540,0
Ireland,1541,0
Ireland,1542,0
Ireland,1543,0
Ireland,1544,0
Ireland,1545,0
Ireland,1546,0
Ireland,1547,0
Ireland,1548,0
Ireland,1549,0
Ireland,1550,0
Ireland,1551,0
Ireland,1552,0
Ireland,1553,0
Ireland,1554,0
Ireland,1555,0
Ireland,1556,0
Ireland,1557,0
Ireland,1558,0
Ireland,1559,0
Ireland,1560,0
Ireland,1561,0
Ireland,1562,0
Ireland,1563,0
Ireland,1564,1.08364643
Ireland,1565,0
Ireland,1566,1.078821032
Ireland,1567,0
Ireland,1568,0
Ireland,1569,0
Ireland,1570,0
Ireland,1571,1.066851332
Ireland,1572,0
Ireland,1573,0
Ireland,1574,0
Ireland,1575,0
Ireland,1576,0
Ireland,1577,0
Ireland,1578,0
Ireland,1579,0
Ireland,1580,0
Ireland,1581,0
Ireland,1582,0
Ireland,1583,0
Ireland,1584,0
Ireland,1585,0
Ireland,1586,0
Ireland,1587,0
Ireland,1588,0
Ireland,1589,0
Ireland,1590,0
Ireland,1591,0
Ireland,1592,0
Ireland,1593,0
Ireland,1594,0
Ireland,1595,1.011219651
Ireland,1596,0
Ireland,1597,0
Ireland,1598,0
Ireland,1599,0
Ireland,1600,1
Ireland,1601,0.99347214
Ireland,1602,2.960960679
Ireland,1603,0.980543981
Ireland,1604,0
Ireland,1605,4.838920284
Ireland,1606,3.845865992
Ireland,1607,0.955190179
Ireland,1608,2.846864494
Ireland,1609,0
Ireland,1610,0
Ireland,1611,0
Ireland,1612,1.848835653
Ireland,1613,0
Ireland,1614,0.912388279
Ireland,1615,2.719297007
Ireland,1616,0
Ireland,1617,0.894636835
Ireland,1618,0.888796771
Ireland,1619,0.88299483
Ireland,1620,3.508923052
Ireland,1621,3.486017293
Ireland,1622,3.46326106
Ireland,1623,2.580490033
Ireland,1624,4.272741592
Ireland,1625,6.791759572
Ireland,1626,3.373711958
Ireland,1627,2.513766629
Ireland,1628,1.664904742
Ireland,1629,2.481054715
Ireland,1630,2.464858737
Ireland,1631,6.530049291
Ireland,1632,8.109277554
Ireland,1633,8.861975458
Ireland,1634,10.40487585
Ireland,1635,3.975751647
Ireland,1636,0.789959699
Ireland,1637,10.20243839
Ireland,1638,7.796798691
Ireland,1639,6.196721825
Ireland,1640,6.925804304
Ireland,1641,23.69982248
Ireland,1642,11.39279678
Ireland,1643,16.60035843
Ireland,1644,17.99126576
Ireland,1645,11.17113831
Ireland,1646,13.31785762
Ireland,1647,5.880409115
Ireland,1648,9.493286769
Ireland,1649,12.33325928
Ireland,1650,3.603749851
Ireland,1651,2.148135046
Ireland,1652,4.268224642
Ireland,1653,2.120181134
Ireland,1654,11.23381807
Ireland,1655,18.13578858
Ireland,1656,9.008700346
Ireland,1657,1.376906586
Ireland,1658,2.735836666
Ireland,1659,4.076966261
Ireland,1660,15.52635085
Ireland,1661,42.9217308
Ireland,1662,28.6497872
Ireland,1663,22.50544241
Ireland,1664,15.12488796
Ireland,1665,17.63939913
Ireland,1666,23.3656688
Ireland,1667,19.98909363
Ireland,1668,3.203001229
Ireland,1669,10.81911445
Ireland,1670,15.17433711
Ireland,1671,5.653230435
Ireland,1672,19.34512612
Ireland,1673,15.49906762
Ireland,1674,8.622819449
Ireland,1675,12.84979634
Ireland,1676,9.118510475
Ireland,1677,11.47471575
Ireland,1678,18.59969066
Ireland,1679,28.61152179
Ireland,1680,15.98892175
Ireland,1681,28.82751359
Ireland,1682,16.36533235
Ireland,1683,22.6457703
Ireland,1684,12.1142764
Ireland,1685,44.70215694
Ireland,1686,12.52599545
Ireland,1687,16.40375444
Ireland,1688,21.91621545
Ireland,1689,46.89601424
Ireland,1690,44.92595921
Ireland,1691,35.81635524
Ireland,1692,24.63407383
Ireland,1693,10.33315677
Ireland,1694,15.66870515
Ireland,1695,36.5005758
Ireland,1696,11.73192225
Ireland,1697,25.42982816
Ireland,1698,22.63217728
Ireland,1699,18.30128642
Ireland,1700,28.57142857
Ireland,1701,47.2752169
Ireland,1702,56.42156367
Ireland,1703,103.5775886
Ireland,1704,41.28127523
Ireland,1705,45.26257696
Ireland,1706,22.87313764
Ireland,1707,49.10260056
Ireland,1708,40.0000049
Ireland,1709,50.40121115
Ireland,1710,77.3466876
Ireland,1711,75.5881848
Ireland,1712,59.26930804
Ireland,1713,74.86365548
Ireland,1714,92.34422125
Ireland,1715,65.30967607
Ireland,1716,81.62700414
Ireland,1717,46.63290201
Ireland,1718,39.29460715
Ireland,1719,54.50185334
Ireland,1720,52.65850706
Ireland,1721,79.78692774
Ireland,1722,65.42908588
Ireland,1723,61.48524311
Ireland,1724,102.0337677
Ireland,1725,157.5299923
Ireland,1726,104.5364813
Ireland,1727,124.7064523
Ireland,1728,95.00821751
Ireland,1729,91.70674771
Ireland,1730,118.0790679
Ireland,1731,92.32900303
Ireland,1732,69.32295065
Ireland,1733,88.89099274
Ireland,1734,50.24538106
Ireland,1735,79.52296485
Ireland,1736,63.56229309
Ireland,1737,64.95895425
Ireland,1738,51.19884021
Ireland,1739,56.76318586
Ireland,1740,64.21849082
Ireland,1741,54.87658898
Ireland,1742,51.9800494
Ireland,1743,53.37032968
Ireland,1744,50.21772943
Ireland,1745,72.28276678
Ireland,1746,62.36638012
Ireland,1747,74.15470998
Ireland,1748,82.2904584
Ireland,1749,123.4723403
Ireland,1750,103.4392144
Ireland,1751,74.87576133
Ireland,1752,85.27894307
Ireland,1753,92.52938277
Ireland,1754,94.70451475
Ireland,1755,84.54053407
Ireland,1756,80.80081581
Ireland,1757,63.43836864
Ireland,1758,74.08621023
Ireland,1759,65.3547147
Ireland,1760,89.26257245
Ireland,1761,79.73484592
Ireland,1762,67.22673949
Ireland,1763,68.0703708
Ireland,1764,71.99560753
Ireland,1765,71.47297255
Ireland,1766,75.0076897
Ireland,1767,86.98011736
Ireland,1768,78.35271209
Ireland,1769,70.14705146
Ireland,1770,82.00428086
Ireland,1771,63.35781443
Ireland,1772,65.52119042
Ireland,1773,64.10793395
Ireland,1774,57.8395516
Ireland,1775,75.13629214
Ireland,1776,59.5497215
Ireland,1777,60.02969562
Ireland,1778,53.37557397
Ireland,1779,63.3578222
Ireland,1780,62.89006337
Ireland,1781,56.82828541
Ireland,1782,58.76870822
Ireland,1783,63.39864775
Ireland,1784,68.33823839
Ireland,1785,76.46105427
Ireland,1786,74.0030184
Ireland,1787,87.72199548
Ireland,1788,85.97515195
Ireland,1789,78.92818386
Ireland,1790,134.4831202
Ireland,1791,99.43338415
Ireland,1792,105.9972044
Ireland,1793,97.48270378
Ireland,1794,77.92743044
Ireland,1795,99.63673849
Ireland,1796,82.10195815
Ireland,1797,78.86242004
Ireland,1798,134.7271192
Ireland,1799,123.0045817
Ireland,1800,136.5549738
Ireland,1949,58.36967461
Ireland,1950,55.01147816
Ireland,1951,52.71497318
Ireland,1952,50.47158754
Ireland,1953,57.67969515
Ireland,1954,65.71848177
Ireland,1955,101.5042867
Ireland,1957,66.70789585
Ireland,1958,67.68315307
Ireland,1959,98.83782893
Ireland,1960,81.21468927
Ireland,1961,91.1897243
Ireland,1962,76.67844523
Ireland,1963,85.96491228
Ireland,1964,59.3575419
Ireland,1965,70.2364395
Ireland,1966,106.4493759
Ireland,1967,80.34205717
Ireland,1968,117.4248927
Ireland,1969,159.625376
Ireland,1970,208.4675096
Ireland,1971,183.3260585
Ireland,1972,183.8381167
Ireland,1973,159.7683197
Ireland,1974,217.015556
Ireland,1975,209.297202
Ireland,1976,196.1088048
Ireland,1977,152.8164064
Ireland,1978,190.7060954
Ireland,1979,184.9652633
Ireland,1981,207.6436081
Ireland,1982,202.8735632
Ireland,1983,191.7808219
Ireland,1984,226.4097478
Ireland,1985,756.779661
Israel,1950,639.1261854
Israel,1955,685.0892083
Israel,1957,608.4135937
Israel,1960,731.7318042
Israel,1961,1142.05814
Israel,1963,415.9287843
Israel,1964,415.4993257
Israel,1965,560.8598921
Israel,1966,556.9600507
Israel,1968,683.6583805
Israel,1969,723.4515811
Israel,1970,713.6377131
Israel,1971,630.3139991
Israel,1972,691.5613686
Israel,1973,671.4807699
Israel,1974,567.9049694
Israel,1975,568.5338148
Israel,1977,633.310049
Israel,1979,656.0867994
Israel,1980,641.3424258
Israel,1981,523.4998835
Israel,1982,490.3560291
Israel,1985,544.1849147
Israel,1992,479.0083408
Italy,1500,65.3
Italy,1501,33.82274515
Italy,1502,49.35574713
Italy,1503,41.21772618
Italy,1504,30.05846445
Italy,1505,33.64301303
Italy,1506,34.15715613
Italy,1507,32.64072396
Italy,1508,33.3564124
Italy,1509,30.03607239
Italy,1510,31.96064107
Italy,1511,28.06130581
Italy,1512,30.57966726
Italy,1513,34.87713938
Italy,1514,38.55369628
Italy,1515,42.40719515
Italy,1516,45.25043321
Italy,1517,46.69787181
Italy,1518,44.60012577
Italy,1519,45.25678405
Italy,1520,44.1511106
Italy,1521,52.79149584
Italy,1522,41.9575298
Italy,1523,35.63981715
Italy,1524,37.66289844
Italy,1525,36.97786564
Italy,1526,35.91233978
Italy,1527,22.59672945
Italy,1528,20.04999927
Italy,1529,23.03943985
Italy,1530,24.30289435
Italy,1531,25.36964039
Italy,1532,26.05254069
Italy,1533,36.52028937
Italy,1534,32.84974573
Italy,1535,40.99204285
Italy,1536,37.88898479
Italy,1537,33.87269896
Italy,1538,39.90050184
Italy,1539,37.93632373
Italy,1540,42.07244121
Italy,1541,32.75249214
Italy,1542,45.31925748
Italy,1543,49.03228244
Italy,1544,60.20363852
Italy,1545,66.03541449
Italy,1546,57.14027425
Italy,1547,59.87165236
Italy,1548,66.73542921
Italy,1549,71.94095668
Italy,1550,95.5883379
Italy,1551,82.44040375
Italy,1552,81.31403474
Italy,1553,65.96841681
Italy,1554,74.29124875
Italy,1555,73.72608524
Italy,1556,76.16059871
Italy,1557,63.63801971
Italy,1558,72.57213686
Italy,1559,76.56057102
Italy,1560,97.25831383
Italy,1561,74.38712769
Italy,1562,106.4103509
Italy,1563,92.62789133
Italy,1564,97.01678223
Italy,1565,96.91233531
Italy,1566,87.38393843
Italy,1567,78.42158355
Italy,1568,78.70936004
Italy,1569,78.31533585
Italy,1570,96.7260563
Italy,1571,80.57257354
Italy,1572,92.80725743
Italy,1573,73.90001051
Italy,1574,98.97848183
Italy,1575,99.69861426
Italy,1576,77.76660774
Italy,1577,50.31302003
Italy,1578,64.74049252
Italy,1579,62.07955143
Italy,1580,91.20779857
Italy,1581,96.69387996
Italy,1582,90.85276709
Italy,1583,96.14394857
Italy,1584,112.7979944
Italy,1585,118.6443342
Italy,1586,132.8722433
Italy,1587,118.1309441
Italy,1588,124.070478
Italy,1589,102.0546216
Italy,1590,98.88388476
Italy,1591,100.1977968
Italy,1592,84.16192957
Italy,1593,77.25924445
Italy,1594,75.14093394
Italy,1595,72.71857973
Italy,1596,89.81358964
Italy,1597,77.32400658
Italy,1598,76.32182303
Italy,1599,80.47112978
Italy,1600,96.72578551
Italy,1601,71.83917307
Italy,1602,80.38543395
Italy,1603,68.25253811
Italy,1604,60.94075372
Italy,1605,69.01956104
Italy,1606,111.6043533
Italy,1607,83.61928222
Italy,1608,72.42317242
Italy,1609,68.37727245
Italy,1610,68.68293323
Italy,1611,57.95659537
Italy,1612,64.47770908
Italy,1613,66.64786816
Italy,1614,62.91460319
Italy,1615,72.85120669
Italy,1616,68.80739272
Italy,1617,69.88940733
Italy,1618,63.51694775
Italy,1619,64.1333362
Italy,1620,69.09732905
Italy,1621,76.54479016
Italy,1622,71.41575266
Italy,1623,64.73508303
Italy,1624,61.78089492
Italy,1625,68.14015412
Italy,1626,67.66943478
Italy,1627,63.78452857
Italy,1628,67.19375212
Italy,1629,71.37831584
Italy,1630,70.1317003
Italy,1631,45.61322005
Italy,1632,51.50494811
Italy,1633,48.55373864
Italy,1634,49.32566251
Italy,1635,48.70156571
Italy,1636,52.88531834
Italy,1637,62.34107192
Italy,1638,63.57692775
Italy,1639,53.95881372
Italy,1640,63.10227644
Italy,1641,55.81110059
Italy,1642,65.41811192
Italy,1643,58.74788457
Italy,1644,62.61838413
Italy,1645,60.75388109
Italy,1646,55.79020137
Italy,1647,65.39361523
Italy,1648,61.97982653
Italy,1649,51.1295268
Italy,1650,67.39296422
Italy,1651,57.00862798
Italy,1652,56.22984208
Italy,1653,61.02726809
Italy,1654,58.07997802
Italy,1655,57.61102258
Italy,1656,70.92438693
Italy,1657,61.3186757
Italy,1658,60.53991498
Italy,1659,66.72825808
Italy,1660,68.27136335
Italy,1661,62.84829325
Italy,1662,59.90262969
Italy,1663,58.04083599
Italy,1664,76.29863689
Italy,1665,69.01956011
Italy,1666,74.89454012
Italy,1667,78.6024309
Italy,1668,78.75126087
Italy,1669,80.91124632
Italy,1670,81.52396346
Italy,1671,77.49610314
Italy,1672,80.27438095
Italy,1673,80.42302776
Italy,1674,69.90093404
Italy,1675,81.64807221
Italy,1676,71.12746206
Italy,1677,82.56352116
Italy,1678,64.00512631
Italy,1679,82.70574314
Italy,1680,95.22041433
Italy,1681,87.02123009
Italy,1682,80.83249432
Italy,1683,66.14477279
Italy,1684,65.83075372
Italy,1685,75.25158609
Italy,1686,78.79965959
Italy,1687,73.84983516
Italy,1688,82.18654702
Italy,1689,62.71661413
Italy,1690,65.64671052
Italy,1691,71.35649063
Italy,1692,88.03063437
Italy,1693,96.05430387
Italy,1694,80.29661848
Italy,1695,96.34872474
Italy,1696,96.03272096
Italy,1697,94.32732708
Italy,1698,97.87077881
Italy,1699,80.72962658
Italy,1700,81.95835713
Italy,1701,81.10447183
Italy,1702,64.75631071
Italy,1703,41.00529147
Italy,1704,42.25910941
Italy,1705,37.26851752
Italy,1706,35.49174501
Italy,1707,43.55514311
Italy,1708,42.52374719
Italy,1709,40.89656059
Italy,1710,40.47781931
Italy,1711,44.84459023
Italy,1712,46.05563204
Italy,1713,46.51618261
Italy,1714,43.1209361
Italy,1715,40.48379491
Italy,1716,48.76341461
Italy,1717,50.53124747
Italy,1718,46.13681318
Italy,1719,46.4407924
Italy,1720,47.6163077
Italy,1721,44.8644042
Italy,1722,46.76074369
Italy,1723,51.67700979
Italy,1724,50.80711287
Italy,1725,45.92352874
Italy,1726,52.37232095
Italy,1727,55.6443155
Italy,1728,65.72546008
Italy,1729,58.15820287
Italy,1730,59.68635179
Italy,1731,56.69230285
Italy,1732,54.69946878
Italy,1733,60.14870224
